id_old,jad_id,books_old,chapters_old,verses_old,books_new,chapters_new,verses_new,full_match_book,full_match_chapter,full_match_verse,partial_match_book,partial_match_chapter,partial_match_verse,all_found_books,all_found_chapters,all_found_verses
593,jad_occurrence__593,[43],[1],['Sophonias 1:12'],[43],[1],['Sophonias 1:12'],True,True,True,True,True,True,True,True,True
594,jad_occurrence__594,"[5, 23, 30]","[13, 32, 101]","['Deuteronomium 32:39', 'Ieremias 13:1', 'Psalmi 101:8']","[5, 23, 30]","[13, 32, 101]","['Deuteronomium 32:39', 'Ieremias 13:1', 'Psalmi 101:8']",True,True,True,True,True,True,True,True,True
595,jad_occurrence__595,"[49, 49, 52]","[19, 21, 27]","['Ioannes 19:15', 'Matthaeus 21:38', 'Matthaeus 27:25']","[49, 49, 52]","[19, 21, 27]","['Ioannes 19:15', 'Matthaeus 21:38', 'Matthaeus 27:25']",True,True,True,True,True,True,True,True,True
598,jad_occurrence__598,"[23, 52, 52]","[11, 11, 22]","['Ioannes 11:47', 'Ioannes 11:53', 'Psalmi 22:19']",[],[],[],False,False,False,False,False,False,False,False,False
599,jad_occurrence__599,"[52, 52]","[11, 19]","['Ioannes 11:47', 'Ioannes 19:2']","[49, 52]","[11, 27]","['Ioannes 11:47', 'Matthaeus 27:29']",False,False,False,True,True,True,True,False,False
600,jad_occurrence__600,[75],[6],['Apocalypsis 6:12'],[52],[16],['Ioannes 16:2'],False,False,False,False,False,False,False,False,False
602,jad_occurrence__602,"[29, 34, 34, 34, 34, 34, 34]","[9, 9, 9, 9, 9, 9, 45]","['Daniel 9:24', 'Daniel 9:26', 'Daniel 9:26', 'Daniel 9:27', 'Daniel 9:27', 'Daniel 9:27', 'Isaias 45:1']",[34],[9],['Daniel 9:24'],False,False,False,True,True,True,False,False,False
603,jad_occurrence__603,"[12, 12, 49, 52]","[2, 4, 19, 27]","['2 Regum 2:23', '2 Regum 4:1', 'Ioannes 19:15', 'Matthaeus 27:50']","[12, 12]","[2, 4]","['2 Regum 2:23', '2 Regum 4:1']",False,False,False,True,True,True,False,False,False
604,jad_occurrence__604,"[11, 49]","[18, 27]","['1 Regum 18:42', 'Matthaeus 27:25']",[49],[27],['Matthaeus 27:25'],False,False,False,True,True,True,False,False,False
606,jad_occurrence__606,"[51, 52, 52]","[7, 9, 19]","['Ioannes 7:12', 'Ioannes 9:24', 'Lucas 19:42']","[51, 52, 52]","[7, 9, 19]","['Ioannes 7:12', 'Ioannes 9:24', 'Lucas 19:42']",True,True,True,True,True,True,True,True,True
607,jad_occurrence__607,[52],[14],['Ioannes 14:6'],[52],[14],['Ioannes 14:6'],True,True,True,True,True,True,True,True,True
608,jad_occurrence__608,[52],[14],['Ioannes 14:6'],"[23, 52]","[14, 80]","['Ioannes 14:6', 'Psalmi 80:12']",False,False,False,True,True,True,True,True,True
609,jad_occurrence__609,"[12, 12, 49]","[2, 2, 27]","['2 Regum 2:23', '2 Regum 2:24', 'Matthaeus 27:40']","[12, 49]","[2, 27]","['2 Regum 2:23', 'Matthaeus 27:40']",False,False,False,True,True,True,True,True,False
610,jad_occurrence__610,"[29, 34]","[9, 53]","['Daniel 9:24', 'Isaias 53:1']","[29, 34]","[9, 53]","['Daniel 9:24', 'Isaias 53:1']",True,True,True,True,True,True,True,True,True
611,jad_occurrence__611,"[4, 30, 45]","[1, 25, 25]","['Ieremias 25:11', 'Numeri 25:9', 'Zacharias 1:12']","[4, 30, 45]","[1, 25, 25]","['Ieremias 25:11', 'Numeri 25:9', 'Zacharias 1:12']",True,True,True,True,True,True,True,True,True
612,jad_occurrence__612,[29],[58],['Isaias 58:4'],[29],[58],['Isaias 58:4'],True,True,True,True,True,True,True,True,True
613,jad_occurrence__613,"[49, 49, 51, 52, 53]","[12, 14, 19, 19, 27]","['Actus Apostolorum 12:1', 'Ioannes 19:1', 'Lucas 19:41', 'Matthaeus 14:1', 'Matthaeus 27:50']","[49, 49, 50, 53, 53]","[1, 6, 12, 27, 27]","['Actus Apostolorum 12:1', 'Actus Apostolorum 1:8', 'Marcus 6:14', 'Matthaeus 27:25', 'Matthaeus 27:50']",False,False,False,True,True,True,False,False,False
614,jad_occurrence__614,[29],[5],['Isaias 5:5'],[29],[5],['Isaias 5:5'],True,True,True,True,True,True,True,True,True
617,jad_occurrence__617,[31],[4],['Lamentationes 4:10'],[31],[4],['Lamentationes 4:10'],True,True,True,True,True,True,True,True,True
618,jad_occurrence__618,"[49, 51, 52]","[19, 23, 27]","['Ioannes 19:18', 'Lucas 23:43', 'Matthaeus 27:50']","[51, 52, 52]","[19, 19, 23]","['Ioannes 19:30', 'Ioannes 19:34', 'Lucas 23:43']",False,False,False,True,True,True,False,False,False
621,jad_occurrence__621,"[20, 20]","[10, 11]","['Iudith 10:10', 'Iudith 11:17']","[20, 20, 20]","[11, 11, 11]","['Iudith 11:11', 'Iudith 11:16', 'Iudith 11:20']",False,False,False,True,True,False,True,False,False
623,jad_occurrence__623,"[29, 51, 54]","[1, 3, 19]","['Isaias 1:26', 'Lucas 19:30', 'Romanos 3:22']","[29, 54]","[1, 3]","['Isaias 1:26', 'Romanos 3:22']",False,False,False,True,True,True,False,False,False
629,jad_occurrence__629,"[49, 49, 49, 51, 51]","[19, 19, 21, 21, 21]","['Lucas 19:39', 'Lucas 19:41', 'Matthaeus 21:12', 'Matthaeus 21:18', 'Matthaeus 21:8']","[49, 51, 51]","[19, 19, 21]","['Lucas 19:37', 'Lucas 19:41', 'Matthaeus 21:18']",False,False,False,True,True,True,True,True,False
635,jad_occurrence__635,"[52, 52]","[7, 11]","['Ioannes 11:48', 'Ioannes 7:48']","[52, 52]","[7, 11]","['Ioannes 11:48', 'Ioannes 7:48']",True,True,True,True,True,True,True,True,True
638,jad_occurrence__638,[51],[19],['Lucas 19:41'],[51],[19],['Lucas 19:41'],True,True,True,True,True,True,True,True,True
641,jad_occurrence__641,[49],[22],['Matthaeus 22:7'],[],[],[],False,False,False,False,False,False,False,False,False
648,jad_occurrence__648,"[49, 49, 49]","[27, 27, 27]","['Matthaeus 27:24', 'Matthaeus 27:25', 'Matthaeus 27:5']","[49, 49, 49, 49, 51]","[21, 26, 27, 27, 27]","['Lucas 21:20', 'Matthaeus 26:14', 'Matthaeus 27:24', 'Matthaeus 27:25', 'Matthaeus 27:3']",False,False,False,True,True,True,True,True,False
651,jad_occurrence__651,[12],[2],['2 Regum 2:23'],[12],[2],['2 Regum 2:23'],True,True,True,True,True,True,True,True,True
654,jad_occurrence__654,"[33, 51, 51]","[1, 5, 21]","['Ezechiel 5:1', 'Lucas 1:78', 'Lucas 21:6']","[33, 51, 51]","[1, 5, 19]","['Ezechiel 5:1', 'Lucas 19:44', 'Lucas 1:78']",True,False,False,True,True,True,True,False,False
655,jad_occurrence__655,"[6, 6, 6, 51]","[2, 6, 7, 19]","['Josue 2:1', 'Josue 6:1', 'Josue 7:0', 'Lucas 19:1']","[6, 6]","[2, 6]","['Josue 2:1', 'Josue 6:1']",False,False,False,True,True,True,False,False,False
656,jad_occurrence__656,"[23, 49, 62]","[2, 24, 76]","['2 Thessalonicenses 2:3', 'Matthaeus 24:14', 'Psalmi 76:1']","[23, 55, 62]","[2, 15, 76]","['1 Corinthios 15:24', '2 Thessalonicenses 2:3', 'Psalmi 76:1']",False,False,False,True,True,True,False,False,False
657,jad_occurrence__657,[67],[4],['Hebraeos 4:14'],[67],[4],['Hebraeos 4:14'],True,True,True,True,True,True,True,True,True
658,jad_occurrence__658,[52],[11],['Ioannes 11:42'],[52],[11],['Ioannes 11:42'],True,True,True,True,True,True,True,True,True
659,jad_occurrence__659,"[0, 54, 54]","[5, 7, 8]","['Romanos 5:12', 'Romanos 7:24', 'Song of Solomon 8:6 8:6']",[54],[8],['Romanos 8:38'],False,False,False,True,True,False,False,False,False
660,jad_occurrence__660,"[23, 49, 51]","[3, 19, 146]","['Lucas 19:44', 'Matthaeus 3:9', 'Psalmi 146:4']","[23, 49, 49, 51, 51]","[3, 3, 19, 24, 146]","['Lucas 19:44', 'Lucas 3:9', 'Matthaeus 24:2', 'Matthaeus 3:9', 'Psalmi 146:4']",False,False,False,True,True,True,True,True,True
661,jad_occurrence__661,"[29, 49, 52]","[11, 12, 12]","['Ioannes 12:31', 'Isaias 11:10', 'Matthaeus 12:21']","[29, 49, 52]","[11, 12, 12]","['Ioannes 12:31', 'Isaias 11:10', 'Matthaeus 12:21']",True,True,True,True,True,True,True,True,True
663,jad_occurrence__663,[49],[18],['Matthaeus 18:32'],"[49, 49, 49]","[18, 18, 18]","['Matthaeus 18:32', 'Matthaeus 18:33', 'Matthaeus 18:34']",False,False,False,True,True,True,True,True,True
664,jad_occurrence__664,"[29, 49, 49, 49, 49]","[26, 26, 26, 26, 53]","['Isaias 53:7', 'Matthaeus 26:52', 'Matthaeus 26:53', 'Matthaeus 26:55', 'Matthaeus 26:56']","[29, 49, 49, 49, 49]","[26, 26, 26, 26, 53]","['Isaias 53:7', 'Matthaeus 26:52', 'Matthaeus 26:53', 'Matthaeus 26:54', 'Matthaeus 26:55']",True,True,False,True,True,True,True,True,False
665,jad_occurrence__665,"[30, 49]","[12, 23]","['Ieremias 12:7', 'Matthaeus 23:39']",[30],[12],['Ieremias 12:7'],False,False,False,True,True,True,False,False,False
666,jad_occurrence__666,"[49, 50]","[13, 24]","['Marcus 13:3', 'Matthaeus 24:3']","[49, 49, 50]","[13, 24, 24]","['Marcus 13:3', 'Matthaeus 24:1', 'Matthaeus 24:3']",False,False,False,True,True,True,True,True,True
667,jad_occurrence__667,"[30, 49, 49, 50, 51]","[7, 11, 19, 23, 24]","['Ieremias 7:11', 'Lucas 19:41', 'Marcus 11:17', 'Matthaeus 23:37', 'Matthaeus 24:2']","[49, 49, 49, 51]","[19, 21, 23, 24]","['Lucas 19:41', 'Matthaeus 21:13', 'Matthaeus 23:37', 'Matthaeus 24:2']",False,False,False,True,True,True,False,False,False
668,jad_occurrence__668,"[29, 33, 35, 35, 51, 64]","[3, 4, 4, 16, 18, 23]","['2 Timotheum 3:5', 'Ezechiel 16:51', 'Isaias 23:4', 'Lucas 18:8', 'Osee 4:1', 'Osee 4:2']","[29, 33, 35, 51, 64]","[3, 4, 16, 18, 23]","['2 Timotheum 3:5', 'Ezechiel 16:51', 'Isaias 23:4', 'Lucas 18:8', 'Osee 4:1']",False,False,False,True,True,True,True,True,False
670,jad_occurrence__670,"[23, 33, 33, 42, 49, 52, 52, 52, 75, 75, 75]","[2, 5, 5, 6, 6, 10, 12, 15, 21, 23, 52]","['Apocalypsis 10:11', 'Apocalypsis 6:5', 'Apocalypsis 6:7', 'Ezechiel 5:1', 'Ezechiel 5:12', 'Habacuc 2:5', 'Ioannes 12:24', 'Ioannes 15:5', 'Ioannes 21:20', 'Matthaeus 23:35', 'Psalmi 52:8']","[23, 33, 33, 34, 42, 49, 52, 52, 52, 75, 75, 75]","[0, 2, 5, 5, 6, 6, 10, 12, 15, 21, 23, 52]","['Apocalypsis 10:11', 'Apocalypsis 6:5', 'Apocalypsis 6:7', 'Daniel 0:0', 'Ezechiel 5:1', 'Ezechiel 5:12', 'Habacuc 2:5', 'Ioannes 12:24', 'Ioannes 15:5', 'Ioannes 21:20', 'Matthaeus 23:35', 'Psalmi 52:8']",False,False,False,True,True,True,True,True,True
671,jad_occurrence__671,"[30, 34, 34, 45, 45]","[0, 0, 0, 1, 9]","['Daniel 0:0', 'Daniel 9:1', 'Ieremias 0:0', 'Zacharias 0:0', 'Zacharias 1:12']","[34, 45]","[1, 9]","['Daniel 9:1', 'Zacharias 1:12']",False,False,False,True,True,True,False,False,False
673,jad_occurrence__673,"[0, 51]","[2, 13]","['Lucas 13:32', 'Song of Solomon 2:15 2:15']","[0, 51]","[2, 13]","['Lucas 13:32', 'Song of Solomon 2:15 2:15']",True,True,True,True,True,True,True,True,True
674,jad_occurrence__674,"[54, 54]","[11, 11]","['Romanos 11:8', 'Romanos 11:9']","[23, 54]","[11, 69]","['Psalmi 69:22', 'Romanos 11:8']",False,False,False,True,True,True,True,True,False
677,jad_occurrence__677,"[29, 30]","[5, 6]","['Ieremias 6:9', 'Isaias 5:5']","[29, 30]","[5, 37]","['Ieremias 37:12', 'Isaias 5:5']",True,False,False,True,True,True,True,False,False
679,jad_occurrence__679,"[54, 54]","[15, 15]","['Romanos 15:17', 'Romanos 15:28']",[],[],[],False,False,False,False,False,False,False,False,False
680,jad_occurrence__680,[52],[11],['Ioannes 11:48'],[52],[11],['Ioannes 11:48'],True,True,True,True,True,True,True,True,True
681,jad_occurrence__681,[52],[11],['Ioannes 11:50'],[52],[11],['Ioannes 11:50'],True,True,True,True,True,True,True,True,True
682,jad_occurrence__682,"[52, 52]","[11, 15]","['Ioannes 11:48', 'Ioannes 15:20']","[52, 52, 52]","[11, 11, 15]","['Ioannes 11:48', 'Ioannes 11:50', 'Ioannes 15:20']",False,False,False,True,True,True,True,True,True
684,jad_occurrence__684,"[29, 34]","[9, 24]","['Daniel 9:26', 'Isaias 24:16']",[34],[9],['Daniel 9:26'],False,False,False,True,True,True,False,False,False
685,jad_occurrence__685,"[3, 4, 9, 9, 10, 16, 49]","[1, 2, 3, 8, 10, 10, 26]","['1 Samuel 10:1', '1 Samuel 10:24', '2 Paralipomenon 26:16', '2 Samuel 2:11', 'Leviticus 8:12', 'Matthaeus 1:11', 'Numeri 3:6']","[3, 9, 10, 12, 12, 16]","[2, 8, 9, 23, 24, 26]","['1 Samuel 9:15', '2 Paralipomenon 26:16', '2 Regum 23:34', '2 Regum 24:17', '2 Samuel 2:11', 'Leviticus 8:1']",False,False,False,True,True,True,False,False,False
687,jad_occurrence__687,"[17, 18, 44]","[1, 1, 2]","['Aggaeus 1:1', 'Esdras 1:1', 'Nehemias 2:1']","[17, 18, 44]","[1, 1, 2]","['Aggaeus 1:1', 'Esdras 1:1', 'Nehemias 2:1']",True,True,True,True,True,True,True,True,True
688,jad_occurrence__688,"[1, 29, 29]","[1, 1, 19]","['Genesis 19:4', 'Isaias 1:10', 'Isaias 1:9']",[1],[19],['Genesis 19:4'],False,False,False,True,True,True,False,False,False
689,jad_occurrence__689,"[29, 29, 29, 29, 29]","[9, 9, 9, 9, 9]","['Isaias 9:12', 'Isaias 9:12', 'Isaias 9:13', 'Isaias 9:14', 'Isaias 9:16']","[29, 29, 29, 29, 29]","[9, 9, 9, 9, 9]","['Isaias 9:12', 'Isaias 9:12', 'Isaias 9:13', 'Isaias 9:14', 'Isaias 9:16']",True,True,True,True,True,True,True,True,True
691,jad_occurrence__691,"[29, 29, 29]","[6, 6, 6]","['Isaias 6:11', 'Isaias 6:12', 'Isaias 6:13']","[29, 29, 29]","[6, 6, 6]","['Isaias 6:11', 'Isaias 6:12', 'Isaias 6:13']",True,True,True,True,True,True,True,True,True
692,jad_occurrence__692,"[49, 52]","[19, 21]","['Ioannes 19:15', 'Matthaeus 21:38']",[49],[21],['Matthaeus 21:38'],False,False,False,True,True,True,False,False,False
693,jad_occurrence__693,[29],[9],['Isaias 9:12'],[],[],[],False,False,False,False,False,False,False,False,False
694,jad_occurrence__694,"[29, 29, 49]","[8, 18, 24]","['Isaias 18:2', 'Isaias 8:7', 'Matthaeus 24:29']","[29, 29, 49]","[8, 18, 24]","['Isaias 18:2', 'Isaias 8:7', 'Matthaeus 24:29']",True,True,True,True,True,True,True,True,True
695,jad_occurrence__695,[30],[11],['Ieremias 11:16'],"[29, 29, 29, 30, 49, 50]","[5, 11, 17, 17, 17, 17]","['Ieremias 11:16', 'Isaias 17:6', 'Isaias 17:7', 'Isaias 17:8', 'Marcus 5:37', 'Matthaeus 17:1']",False,False,False,True,True,True,True,True,True
696,jad_occurrence__696,"[29, 29]","[5, 15]","['Isaias 15:4', 'Isaias 5:7']",[29],[5],['Isaias 5:7'],False,False,False,True,True,True,True,False,False
697,jad_occurrence__697,"[23, 29, 30, 49]","[13, 26, 50, 74]","['Ieremias 50:11', 'Isaias 26:19', 'Matthaeus 13:39', 'Psalmi 74:6']","[23, 29, 30, 49]","[13, 26, 50, 79]","['Ieremias 50:11', 'Isaias 26:14', 'Matthaeus 13:39', 'Psalmi 79:7']",True,False,False,True,True,True,True,False,False
698,jad_occurrence__698,"[49, 49, 52]","[1, 23, 27]","['Ioannes 1:11', 'Matthaeus 23:39', 'Matthaeus 27:48']","[49, 52]","[1, 21]","['Ioannes 1:11', 'Matthaeus 21:9']",False,False,False,True,True,True,True,False,False
699,jad_occurrence__699,"[49, 51]","[21, 25]","['Lucas 21:20', 'Matthaeus 25:32']","[49, 51]","[21, 25]","['Lucas 21:20', 'Matthaeus 25:32']",True,True,True,True,True,True,True,True,True
700,jad_occurrence__700,"[23, 29, 29]","[63, 63, 136]","['Isaias 63:10', 'Isaias 63:11', 'Psalmi 136:1']","[23, 29, 29, 29]","[63, 63, 63, 136]","['Isaias 63:10', 'Isaias 63:11', 'Isaias 63:11', 'Psalmi 136:1']",False,False,False,True,True,True,True,True,True
701,jad_occurrence__701,[54],[11],['Romanos 11:12'],"[54, 54]","[11, 11]","['Romanos 11:12', 'Romanos 11:15']",False,False,False,True,True,True,True,True,True
702,jad_occurrence__702,"[29, 49, 51]","[21, 24, 63]","['Isaias 63:3', 'Lucas 21:20', 'Matthaeus 24:36']","[29, 49, 51]","[21, 24, 63]","['Isaias 63:4', 'Lucas 21:20', 'Matthaeus 24:36']",True,True,False,True,True,True,True,True,False
703,jad_occurrence__703,[49],[27],['Matthaeus 27:25'],[49],[27],['Matthaeus 27:25'],True,True,True,True,True,True,True,True,True
704,jad_occurrence__704,"[31, 51]","[1, 23]","['Lamentationes 1:1', 'Lucas 23:30']","[31, 51]","[1, 23]","['Lamentationes 1:1', 'Lucas 23:30']",True,True,True,True,True,True,True,True,True
705,jad_occurrence__705,"[49, 50, 50, 67]","[6, 14, 15, 26]","['Hebraeos 6:4', 'Marcus 14:58', 'Marcus 15:13', 'Matthaeus 26:66']","[29, 49, 50, 52, 67]","[3, 6, 14, 19, 26]","['Hebraeos 6:4', 'Ioannes 19:6', 'Isaias 3:8', 'Marcus 14:58', 'Matthaeus 26:66']",False,False,False,True,True,True,True,False,False
706,jad_occurrence__706,[29],[3],['Isaias 3:3'],[29],[3],['Isaias 3:3'],True,True,True,True,True,True,True,True,True
707,jad_occurrence__707,"[29, 29, 29, 29, 29, 30, 52]","[3, 5, 5, 5, 5, 5, 21]","['Ieremias 3:15', 'Ioannes 21:15', 'Isaias 5:13', 'Isaias 5:14', 'Isaias 5:15', 'Isaias 5:16', 'Isaias 5:17']","[29, 29, 29, 29, 29, 30, 52]","[3, 5, 5, 5, 5, 5, 21]","['Ieremias 3:15', 'Ioannes 21:15', 'Isaias 5:13', 'Isaias 5:14', 'Isaias 5:15', 'Isaias 5:16', 'Isaias 5:17']",True,True,True,True,True,True,True,True,True
709,jad_occurrence__709,"[10, 10, 33, 33, 45, 55]","[3, 7, 11, 20, 21, 23]","['1 Corinthios 3:11', '2 Samuel 23:6', '2 Samuel 7:10', 'Ezechiel 20:47', 'Ezechiel 21:3', 'Zacharias 11:1']","[10, 15, 33, 33, 45, 55]","[3, 11, 17, 20, 21, 23]","['1 Corinthios 3:11', '1 Paralipomenon 17:9', '2 Samuel 23:6', 'Ezechiel 20:47', 'Ezechiel 21:3', 'Zacharias 11:1']",False,False,False,True,True,True,True,False,False
710,jad_occurrence__710,[29],[1],['Isaias 1:3'],[29],[1],['Isaias 1:3'],True,True,True,True,True,True,True,True,True
712,jad_occurrence__712,[52],[19],['Ioannes 19:15'],[52],[19],['Ioannes 19:15'],True,True,True,True,True,True,True,True,True
713,jad_occurrence__713,"[0, 49, 51, 53]","[2, 5, 21, 22]","['Actus Apostolorum 2:43', 'Lucas 21:23', 'Matthaeus 22:21', 'Wisdom of Solomon 5:3-6 5:3']","[0, 49, 51, 53]","[2, 5, 21, 22]","['Actus Apostolorum 2:43', 'Lucas 21:23', 'Matthaeus 22:21', 'Wisdom 5:3-6 5:3']",True,True,False,True,True,True,True,True,False
714,jad_occurrence__714,[52],[9],['Ioannes 9:22'],[52],[9],['Ioannes 9:22'],True,True,True,True,True,True,True,True,True
715,jad_occurrence__715,[42],[3],['Habacuc 3:3'],[42],[3],['Habacuc 3:3'],True,True,True,True,True,True,True,True,True
716,jad_occurrence__716,"[5, 23, 23, 23, 54]","[2, 13, 32, 69, 69]","['Deuteronomium 32:22', 'Psalmi 2:12', 'Psalmi 69:25', 'Psalmi 69:26', 'Romanos 13:1']","[5, 23, 53, 54]","[13, 13, 32, 79]","['Actus Apostolorum 13:41', 'Deuteronomium 32:22', 'Psalmi 79:6', 'Romanos 13:1']",False,False,False,True,True,True,True,False,False
717,jad_occurrence__717,[54],[13],['Romanos 13:8'],[54],[13],['Romanos 13:8'],True,True,True,True,True,True,True,True,True
718,jad_occurrence__718,[59],[2],['Philippenses 2:9'],[59],[2],['Philippenses 2:9'],True,True,True,True,True,True,True,True,True
719,jad_occurrence__719,"[29, 33, 63]","[1, 2, 18]","['1 Timotheum 2:4', 'Ezechiel 18:23', 'Isaias 1:24']","[29, 33, 63]","[1, 2, 18]","['1 Timotheum 2:4', 'Ezechiel 18:23', 'Isaias 1:24']",True,True,True,True,True,True,True,True,True
720,jad_occurrence__720,"[29, 29]","[7, 7]","['Isaias 7:8', 'Isaias 7:9']",[29],[7],['Isaias 7:8'],False,False,False,True,True,True,True,True,False
721,jad_occurrence__721,"[49, 49, 49]","[3, 27, 27]","['Matthaeus 27:50', 'Matthaeus 27:54', 'Matthaeus 3:10']","[49, 49, 49, 49, 49]","[3, 27, 27, 27, 27]","['Matthaeus 27:45', 'Matthaeus 27:51', 'Matthaeus 27:52', 'Matthaeus 27:54', 'Matthaeus 3:10']",False,False,False,True,True,True,True,True,False
722,jad_occurrence__722,"[29, 54, 54, 55]","[2, 11, 13, 65]","['1 Corinthios 13:12', 'Isaias 65:15', 'Romanos 11:7', 'Romanos 2:24']","[5, 29, 55]","[13, 28, 65]","['1 Corinthios 13:12', 'Deuteronomium 28:27', 'Isaias 65:15']",False,False,False,True,True,True,False,False,False
725,jad_occurrence__725,[23],[74],['Psalmi 74:1'],[],[],[],False,False,False,False,False,False,False,False,False
727,jad_occurrence__727,"[23, 23]","[80, 80]","['Psalmi 80:14', 'Psalmi 80:15']",[],[],[],False,False,False,False,False,False,False,False,False
729,jad_occurrence__729,[52],[11],['Ioannes 11:48'],[52],[11],['Ioannes 11:48'],True,True,True,True,True,True,True,True,True
731,jad_occurrence__731,"[2, 4, 30, 45]","[8, 14, 32, 39]","['Exodus 32:19', 'Ieremias 39:2', 'Numeri 14:26', 'Zacharias 8:19']","[2, 4, 12, 30, 45, 51]","[8, 14, 19, 25, 32, 52]","['2 Regum 25:8', 'Exodus 32:19', 'Ieremias 52:6', 'Lucas 19:43', 'Numeri 14:29', 'Zacharias 8:19']",False,False,False,True,True,True,True,False,False
734,jad_occurrence__734,"[23, 51, 52, 52]","[2, 3, 11, 19]","['Ioannes 11:48', 'Ioannes 3:18', 'Lucas 19:41', 'Psalmi 2:4']","[23, 51, 52, 52]","[2, 3, 11, 19]","['Ioannes 11:48', 'Ioannes 3:18', 'Lucas 19:41', 'Psalmi 2:4']",True,True,True,True,True,True,True,True,True
735,jad_occurrence__735,"[49, 49, 49, 49, 51, 52]","[19, 23, 27, 27, 27, 27]","['Ioannes 19:12', 'Lucas 23:28', 'Matthaeus 27:24', 'Matthaeus 27:24', 'Matthaeus 27:25', 'Matthaeus 27:26']","[49, 49, 49, 51, 52]","[19, 23, 27, 27, 27]","['Ioannes 19:12', 'Lucas 23:28', 'Matthaeus 27:24', 'Matthaeus 27:25', 'Matthaeus 27:26']",False,False,False,True,True,True,True,True,True
736,jad_occurrence__736,"[49, 49, 49, 51]","[23, 27, 27, 27]","['Lucas 23:46', 'Matthaeus 27:50', 'Matthaeus 27:53', 'Matthaeus 27:54']","[49, 49, 49]","[27, 27, 27]","['Matthaeus 27:50', 'Matthaeus 27:53', 'Matthaeus 27:54']",False,False,False,True,True,True,False,False,False
737,jad_occurrence__737,[29],[19],['Isaias 19:19'],"[17, 29]","[0, 19]","['Esdras 0:0', 'Isaias 19:19']",False,False,False,True,True,True,True,True,True
738,jad_occurrence__738,"[1, 11, 12, 22, 22, 23, 23, 23, 23, 23, 23, 25, 30, 49, 69, 75]","[2, 4, 5, 5, 7, 7, 10, 10, 13, 22, 39, 42, 49, 74, 80, 104]","['1 Petri 5:8', '1 Regum 10:22', '2 Regum 2:24', 'Apocalypsis 5:5', 'Ecclesiastes 10:1', 'Genesis 49:27', 'Ieremias 13:23', 'Iob 39:9', 'Iob 4:11', 'Matthaeus 7:15', 'Psalmi 104:18', 'Psalmi 22:21', 'Psalmi 42:1', 'Psalmi 74:19', 'Psalmi 7:2', 'Psalmi 80:13']","[1, 11, 12, 22, 22, 23, 23, 23, 23, 23, 23, 23, 25, 30, 49, 69, 75]","[2, 5, 5, 7, 7, 10, 10, 13, 18, 22, 22, 39, 42, 49, 74, 80, 104]","['1 Petri 5:8', '1 Regum 10:22', '2 Regum 2:24', 'Apocalypsis 5:5', 'Ecclesiastes 10:1', 'Genesis 49:27', 'Ieremias 13:23', 'Iob 18:12', 'Iob 39:9', 'Matthaeus 7:15', 'Psalmi 104:18', 'Psalmi 22:21', 'Psalmi 22:21', 'Psalmi 42:1', 'Psalmi 74:19', 'Psalmi 7:2', 'Psalmi 80:13']",False,False,False,True,True,True,True,False,False
739,jad_occurrence__739,"[1, 1, 2, 23, 23, 52]","[1, 1, 7, 17, 80, 81]","['Exodus 7:1', 'Genesis 17:1', 'Genesis 1:26', 'Ioannes 1:1', 'Psalmi 80:9', 'Psalmi 81:1']","[2, 23, 23, 52]","[1, 7, 80, 81]","['Exodus 7:1', 'Ioannes 1:1', 'Psalmi 80:9', 'Psalmi 81:1']",False,False,False,True,True,True,False,False,False
741,jad_occurrence__741,"[49, 49]","[24, 28]","['Matthaeus 24:15', 'Matthaeus 28:19']","[49, 49]","[27, 28]","['Matthaeus 27:50', 'Matthaeus 28:19']",True,False,False,True,True,True,True,False,False
743,jad_occurrence__743,"[33, 49, 51, 51, 51]","[18, 19, 21, 21, 24]","['Ezechiel 18:23', 'Lucas 19:41', 'Lucas 21:20', 'Lucas 21:23', 'Matthaeus 24:19']","[33, 49, 51, 51, 51]","[18, 19, 21, 21, 24]","['Ezechiel 18:23', 'Lucas 19:41', 'Lucas 21:20', 'Lucas 21:23', 'Matthaeus 24:19']",True,True,True,True,True,True,True,True,True
744,jad_occurrence__744,"[23, 54]","[2, 10]","['Psalmi 2:8', 'Romanos 10:18']","[23, 54]","[2, 10]","['Psalmi 2:8', 'Romanos 10:18']",True,True,True,True,True,True,True,True,True
747,jad_occurrence__747,[59],[4],['Philippenses 4:3'],[59],[4],['Philippenses 4:3'],True,True,True,True,True,True,True,True,True
749,jad_occurrence__749,"[18, 34]","[0, 0]","['Daniel 0:0', 'Nehemias 0:0']","[18, 34]","[0, 9]","['Daniel 9:24', 'Nehemias 0:0']",True,False,False,True,True,True,True,True,False
751,jad_occurrence__751,[49],[27],['Matthaeus 27:50'],[49],[27],['Matthaeus 27:50'],True,True,True,True,True,True,True,True,True
753,jad_occurrence__753,[52],[11],['Ioannes 11:45'],[52],[11],['Ioannes 11:45'],True,True,True,True,True,True,True,True,True
756,jad_occurrence__756,"[17, 18, 34]","[6, 7, 9]","['Daniel 9:24', 'Esdras 7:7', 'Nehemias 6:15']","[17, 18, 34]","[0, 6, 9]","['Daniel 9:24', 'Esdras 0:0', 'Nehemias 6:0']",True,False,False,True,True,True,True,False,False
